date,location,positive,negative,neutral,total,perception
2019-03-25,Maryland,2,0,0,2,1.0
2019-03-25,Arkansas,2,1,1,4,0.625
2019-03-25,Michigan,0,0,1,1,0.5
2019-03-25,Colorado,0,1,0,1,0.0
2019-03-25,Hawaii,2,1,1,4,0.625
2019-03-25,Texas,0,1,0,1,0.0
2019-03-25,Washington,0,1,0,1,0.0
2019-03-25,Oklahoma,0,1,0,1,0.0
2019-03-25,Minnesota,0,0,1,1,0.5
2019-03-25,Iowa,0,3,0,3,0.0
2019-03-25,Delaware,0,0,2,2,0.5
2019-03-25,Oregon,1,0,0,1,1.0
2019-03-25,Georgia,0,1,0,1,0.0
2019-03-24,Alabama,1,5,3,9,0.2777777777777778
2019-03-24,Kansas,0,1,0,1,0.0
2019-03-24,Massachusetts,5,3,1,9,0.6111111111111112
2019-03-24,Delaware,1,5,3,9,0.2777777777777778
2019-03-24,California,3,3,5,11,0.5
2019-03-24,Florida,1,1,3,5,0.5
2019-03-24,Alaska,2,1,2,5,0.6000000000000001
2019-03-24,Texas,0,0,1,1,0.5
2019-03-24,New York,1,1,0,2,0.5
2019-03-24,Indiana,2,0,1,3,0.8333333333333333
2019-03-24,Hawaii,2,0,0,2,1.0
2019-03-24,Arkansas,1,3,2,6,0.3333333333333333
2019-03-24,Oklahoma,0,1,0,1,0.0
2019-03-24,Louisiana,1,0,1,2,0.75
2019-03-24,Oregon,0,0,1,1,0.5
2019-03-24,Maryland,1,0,0,1,1.0
2019-03-24,Nebraska,0,0,1,1,0.5
2019-03-24,Utah,0,1,0,1,0.0
2019-03-24,North Dakota,0,0,1,1,0.5
2019-03-24,Georgia,0,1,2,3,0.3333333333333333
2019-03-24,Arizona,2,0,0,2,1.0
2019-03-24,Illinois,1,0,0,1,1.0
2019-03-24,Idaho,1,0,0,1,1.0
2019-03-23,California,13,7,5,25,0.62
2019-03-23,Alabama,2,3,3,8,0.4375
2019-03-23,Massachusetts,2,3,0,5,0.4
2019-03-23,Texas,0,0,3,3,0.5
2019-03-23,Florida,0,3,0,3,0.0
2019-03-23,Nebraska,0,1,0,1,0.0
2019-03-23,Indiana,5,1,4,10,0.7
2019-03-23,Arkansas,4,6,3,13,0.42307692307692313
2019-03-23,Colorado,2,0,3,5,0.7
2019-03-23,Kansas,1,0,0,1,1.0
2019-03-23,Illinois,3,0,2,5,0.8
2019-03-23,Alaska,1,1,1,3,0.5
2019-03-23,Georgia,2,2,0,4,0.5
2019-03-23,Hawaii,3,2,0,5,0.6
2019-03-23,Louisiana,1,0,1,2,0.75
2019-03-23,Oklahoma,1,0,0,1,1.0
2019-03-23,Iowa,1,0,1,2,0.75
2019-03-23,Michigan,1,1,0,2,0.5
2019-03-23,New York,1,1,0,2,0.5
2019-03-23,Delaware,0,1,0,1,0.0
2019-03-23,Virginia,0,0,1,1,0.5
2019-03-23,Arizona,0,1,0,1,0.0
2019-03-22,Illinois,3,1,1,5,0.7
2019-03-22,California,4,5,7,16,0.46875
2019-03-22,Georgia,0,1,2,3,0.3333333333333333
2019-03-22,Massachusetts,5,2,3,10,0.65
2019-03-22,Hawaii,2,3,3,8,0.4375
2019-03-22,Texas,0,2,1,3,0.16666666666666666
2019-03-22,Iowa,0,2,3,5,0.3
2019-03-22,Kentucky,0,1,0,1,0.0
2019-03-22,Indiana,1,0,3,4,0.625
2019-03-22,Arkansas,3,3,7,13,0.5
2019-03-22,Alabama,6,3,7,16,0.59375
2019-03-22,Delaware,2,0,3,5,0.7
2019-03-22,Nebraska,0,1,2,3,0.3333333333333333
2019-03-22,Oregon,1,0,1,2,0.75
2019-03-22,New York,3,0,2,5,0.8
2019-03-22,Colorado,4,0,2,6,0.8333333333333333
2019-03-22,Maine,0,1,0,1,0.0
2019-03-22,Florida,0,3,2,5,0.2
2019-03-22,Utah,0,0,2,2,0.5
2019-03-22,Maryland,2,1,0,3,0.6666666666666666
2019-03-22,Michigan,1,0,0,1,1.0
2019-03-22,Alaska,2,0,1,3,0.8333333333333333
2019-03-22,Connecticut,1,0,0,1,1.0
2019-03-22,Pennsylvania,0,0,1,1,0.5
2019-03-22,Louisiana,1,0,0,1,1.0
2019-03-21,New York,1,0,1,2,0.75
2019-03-21,Delaware,0,0,3,3,0.5
2019-03-21,California,8,3,8,19,0.631578947368421
2019-03-21,Washington,1,0,1,2,0.75
2019-03-21,Arkansas,1,0,3,4,0.625
2019-03-21,Pennsylvania,0,1,0,1,0.0
2019-03-21,Hawaii,2,1,1,4,0.625
2019-03-21,Florida,1,0,2,3,0.6666666666666666
2019-03-21,Iowa,1,0,0,1,1.0
2019-03-21,Indiana,0,0,1,1,0.5
2019-03-21,Colorado,1,1,2,4,0.5
2019-03-21,Kansas,1,0,1,2,0.75
2019-03-21,Massachusetts,3,1,1,5,0.7
2019-03-21,Alabama,4,2,0,6,0.6666666666666666
2019-03-21,Michigan,2,0,0,2,1.0
2019-03-21,Texas,0,2,0,2,0.0
2019-03-21,Georgia,1,1,2,4,0.5
2019-03-21,Alaska,2,1,0,3,0.6666666666666666
2019-03-21,Arizona,0,1,2,3,0.3333333333333333
2019-03-21,New Jersey,0,1,2,3,0.3333333333333333
2019-03-21,Nebraska,0,0,1,1,0.5
2019-03-21,Louisiana,0,0,2,2,0.5
2019-03-21,Illinois,1,1,3,5,0.5
2019-03-21,North Carolina,2,0,0,2,1.0
2019-03-21,Oregon,0,0,1,1,0.5
2019-03-21,Oklahoma,0,0,1,1,0.5
2019-03-20,Missouri,1,0,1,2,0.75
2019-03-20,Oklahoma,0,0,1,1,0.5
2019-03-20,Alabama,2,1,6,9,0.5555555555555556
2019-03-20,Michigan,0,1,2,3,0.3333333333333333
2019-03-20,Texas,0,1,1,2,0.25
2019-03-20,Alaska,1,1,0,2,0.5
2019-03-20,California,4,4,5,13,0.5
2019-03-20,Iowa,1,1,0,2,0.5
2019-03-20,Massachusetts,4,2,4,10,0.6000000000000001
2019-03-20,Arkansas,2,3,4,9,0.4444444444444444
2019-03-20,Louisiana,2,1,1,4,0.625
2019-03-20,Indiana,0,3,2,5,0.2
2019-03-20,Illinois,0,1,0,1,0.0
2019-03-20,Washington,0,0,2,2,0.5
2019-03-20,Georgia,2,0,0,2,1.0
2019-03-20,Hawaii,0,0,3,3,0.5
2019-03-20,New York,1,0,0,1,1.0
2019-03-20,Florida,0,2,1,3,0.16666666666666666
2019-03-20,Colorado,0,0,1,1,0.5
2019-03-20,Arizona,0,0,1,1,0.5
2019-03-20,Pennsylvania,1,0,0,1,1.0
2019-03-20,Maine,0,1,0,1,0.0
2019-03-20,Nebraska,0,1,0,1,0.0
2019-03-20,Utah,0,1,0,1,0.0
2019-03-19,Arkansas,2,1,5,8,0.5625
2019-03-19,Colorado,0,2,0,2,0.0
2019-03-19,Alabama,3,2,5,10,0.55
2019-03-19,California,1,4,2,7,0.2857142857142857
2019-03-19,Washington,1,1,2,4,0.5
2019-03-19,Nebraska,0,1,2,3,0.3333333333333333
2019-03-19,Idaho,1,0,0,1,1.0
2019-03-19,Nevada,0,0,1,1,0.5
2019-03-19,Hawaii,2,1,1,4,0.625
2019-03-19,Florida,1,0,3,4,0.625
2019-03-19,Maryland,1,0,0,1,1.0
2019-03-19,Illinois,3,2,2,7,0.5714285714285714
2019-03-19,Indiana,1,1,2,4,0.5
2019-03-19,Iowa,0,1,0,1,0.0
2019-03-19,Massachusetts,1,3,1,5,0.30000000000000004
2019-03-19,North Dakota,0,0,1,1,0.5
2019-03-19,Connecticut,0,0,1,1,0.5
2019-03-19,Arizona,1,1,2,4,0.5
2019-03-19,Michigan,0,0,1,1,0.5
2019-03-19,New York,1,1,1,3,0.5
2019-03-19,South Carolina,0,1,0,1,0.0
2019-03-19,Oregon,0,0,1,1,0.5
2019-03-19,Texas,0,0,3,3,0.5
2019-03-19,Georgia,0,0,1,1,0.5
2019-03-18,Colorado,0,1,1,2,0.25
2019-03-18,Alaska,0,0,1,1,0.5
2019-03-18,Hawaii,2,1,1,4,0.625
2019-03-18,Arkansas,4,4,6,14,0.5
2019-03-18,Texas,0,2,0,2,0.0
2019-03-18,Idaho,1,0,0,1,1.0
2019-03-18,California,2,4,1,7,0.3571428571428571
2019-03-18,New York,3,2,1,6,0.5833333333333334
2019-03-18,North Carolina,0,0,1,1,0.5
2019-03-18,Alabama,1,1,5,7,0.5
2019-03-18,Michigan,0,1,1,2,0.25
2019-03-18,Washington,2,0,0,2,1.0
2019-03-18,Georgia,1,1,0,2,0.5
2019-03-18,Florida,1,2,0,3,0.3333333333333333
2019-03-18,Iowa,0,2,1,3,0.16666666666666666
2019-03-18,Indiana,2,0,2,4,0.75
2019-03-18,Louisiana,1,0,1,2,0.75
2019-03-18,Connecticut,0,1,1,2,0.25
2019-03-18,Illinois,1,0,1,2,0.75
2019-03-18,Nebraska,1,0,1,2,0.75
2019-03-18,Delaware,1,1,0,2,0.5
2019-03-18,Massachusetts,1,0,2,3,0.6666666666666666
2019-03-18,Arizona,0,0,1,1,0.5
2019-03-18,Virginia,0,0,1,1,0.5
2019-03-18,Oregon,0,1,1,2,0.25
2019-03-17,Arkansas,0,3,3,6,0.25
2019-03-17,Nebraska,1,1,1,3,0.5
2019-03-17,California,0,7,3,10,0.15
2019-03-17,Michigan,0,2,0,2,0.0
2019-03-17,Hawaii,0,0,2,2,0.5
2019-03-17,Kentucky,0,1,1,2,0.25
2019-03-17,Alabama,1,1,4,6,0.5
2019-03-17,Oregon,0,0,1,1,0.5
2019-03-17,Arizona,0,2,0,2,0.0
2019-03-17,Illinois,0,1,0,1,0.0
2019-03-17,Indiana,0,4,4,8,0.25
2019-03-17,Georgia,0,2,3,5,0.3
2019-03-17,Louisiana,1,0,3,4,0.625
2019-03-17,Massachusetts,1,1,0,2,0.5
2019-03-17,Alaska,0,2,0,2,0.0
2019-03-17,Kansas,0,1,0,1,0.0
2019-03-17,New York,0,1,1,2,0.25
2019-03-17,Florida,2,2,0,4,0.5
2019-03-17,Delaware,2,1,0,3,0.6666666666666666
2019-03-17,Texas,0,4,1,5,0.1
2019-03-17,Iowa,0,2,1,3,0.16666666666666666
2019-03-17,Ohio,0,1,0,1,0.0
2019-03-17,Colorado,1,0,2,3,0.6666666666666666
2019-03-17,Washington,0,1,0,1,0.0
2019-03-16,Alabama,1,5,6,12,0.3333333333333333
2019-03-16,Maine,1,0,1,2,0.75
2019-03-16,Colorado,0,1,2,3,0.3333333333333333
2019-03-16,Iowa,0,0,3,3,0.5
2019-03-16,Indiana,1,2,0,3,0.3333333333333333
2019-03-16,California,2,3,6,11,0.45454545454545453
2019-03-16,Georgia,2,2,3,7,0.5
2019-03-16,Hawaii,2,1,2,5,0.6000000000000001
2019-03-16,Texas,0,2,0,2,0.0
2019-03-16,South Carolina,0,2,0,2,0.0
2019-03-16,Alaska,2,0,0,2,1.0
2019-03-16,Arizona,0,1,2,3,0.3333333333333333
2019-03-16,Delaware,1,1,0,2,0.5
2019-03-16,Oregon,0,1,0,1,0.0
2019-03-16,Louisiana,1,1,2,4,0.5
2019-03-16,Arkansas,1,3,1,5,0.30000000000000004
2019-03-16,New York,2,0,1,3,0.8333333333333333
2019-03-16,Massachusetts,1,1,4,6,0.5
2019-03-16,Florida,0,2,3,5,0.3
2019-03-16,Illinois,2,0,0,2,1.0
2019-03-16,Nebraska,1,1,2,4,0.5
2019-03-16,Minnesota,1,0,0,1,1.0
2019-03-16,Michigan,0,1,0,1,0.0
2019-03-16,Oklahoma,0,0,1,1,0.5
2019-03-16,Connecticut,1,0,0,1,1.0
2019-03-16,Missouri,0,1,0,1,0.0
2019-03-15,Florida,3,4,5,12,0.45833333333333337
2019-03-15,California,11,2,13,26,0.6730769230769231
2019-03-15,Alaska,3,5,2,10,0.4
2019-03-15,Louisiana,7,3,2,12,0.6666666666666667
2019-03-15,Colorado,1,2,9,12,0.4583333333333333
2019-03-15,Hawaii,5,0,7,12,0.7083333333333334
2019-03-15,Massachusetts,9,5,5,19,0.6052631578947368
2019-03-15,Iowa,0,3,0,3,0.0
2019-03-15,Indiana,5,2,4,11,0.6363636363636364
2019-03-15,Missouri,3,1,1,5,0.7
2019-03-15,Utah,0,0,1,1,0.5
2019-03-15,Illinois,0,4,1,5,0.1
2019-03-15,Georgia,7,1,6,14,0.7142857142857143
2019-03-15,New York,0,0,2,2,0.5
2019-03-15,Delaware,5,0,2,7,0.8571428571428572
2019-03-15,Alabama,3,3,2,8,0.5
2019-03-15,Arkansas,2,1,5,8,0.5625
2019-03-15,Arizona,4,2,3,9,0.611111111111111
2019-03-15,Oregon,1,0,1,2,0.75
2019-03-15,Texas,1,5,3,9,0.2777777777777778
2019-03-15,Washington,2,1,1,4,0.625
2019-03-15,Nebraska,3,0,4,7,0.7142857142857142
2019-03-15,New Jersey,0,0,1,1,0.5
2019-03-15,Virginia,1,0,0,1,1.0
2019-03-15,Idaho,1,0,0,1,1.0
2019-03-15,Rhode Island,0,1,0,1,0.0
2019-03-15,Maryland,1,0,0,1,1.0
2019-03-15,Michigan,0,1,0,1,0.0
2019-03-15,Pennsylvania,2,0,2,4,0.75
2019-03-15,Maine,0,1,0,1,0.0
2019-03-15,South Carolina,1,0,0,1,1.0
2019-03-14,California,2,4,7,13,0.4230769230769231
2019-03-14,Arizona,0,3,4,7,0.2857142857142857
2019-03-14,Indiana,0,1,2,3,0.3333333333333333
2019-03-14,Florida,4,2,2,8,0.625
2019-03-14,Michigan,0,1,1,2,0.25
2019-03-14,Colorado,3,4,2,9,0.4444444444444444
2019-03-14,Virginia,0,0,1,1,0.5
2019-03-14,Illinois,0,3,3,6,0.25
2019-03-14,Arkansas,1,1,8,10,0.5
2019-03-14,Texas,0,2,2,4,0.25
2019-03-14,Alabama,5,3,1,9,0.6111111111111112
2019-03-14,Kansas,1,0,0,1,1.0
2019-03-14,Alaska,2,2,3,7,0.5
2019-03-14,New York,0,0,2,2,0.5
2019-03-14,Maine,1,1,0,2,0.5
2019-03-14,Georgia,4,1,1,6,0.75
2019-03-14,Hawaii,2,0,1,3,0.8333333333333333
2019-03-14,Massachusetts,3,0,3,6,0.75
2019-03-14,Minnesota,2,0,0,2,1.0
2019-03-14,Missouri,0,0,2,2,0.5
2019-03-14,Louisiana,0,1,0,1,0.0
2019-03-14,Iowa,3,0,2,5,0.8
2019-03-14,Nebraska,0,1,2,3,0.3333333333333333
2019-03-14,Idaho,0,0,1,1,0.5
2019-03-14,North Carolina,1,0,0,1,1.0
2019-03-14,Nevada,0,0,1,1,0.5
2019-03-14,Connecticut,0,0,1,1,0.5
2019-03-14,Maryland,0,1,0,1,0.0
2019-03-14,Oklahoma,0,1,0,1,0.0
2019-03-14,South Carolina,0,1,0,1,0.0
2019-03-14,Delaware,0,1,1,2,0.25
2019-03-14,New Hampshire,1,0,0,1,1.0
2019-03-14,Oregon,0,0,1,1,0.5
2019-03-13,Louisiana,1,0,2,3,0.6666666666666666
2019-03-13,California,2,6,6,14,0.3571428571428571
2019-03-13,Colorado,0,5,5,10,0.25
2019-03-13,Indiana,0,2,3,5,0.3
2019-03-13,Arizona,0,2,1,3,0.16666666666666666
2019-03-13,Texas,1,2,1,4,0.375
2019-03-13,Florida,1,1,3,5,0.5
2019-03-13,Illinois,0,1,1,2,0.25
2019-03-13,Pennsylvania,0,0,1,1,0.5
2019-03-13,New York,1,1,3,5,0.5
2019-03-13,Alabama,0,0,2,2,0.5
2019-03-13,Arkansas,0,3,1,4,0.125
2019-03-13,Kentucky,1,1,1,3,0.5
2019-03-13,Massachusetts,2,2,1,5,0.5
2019-03-13,Kansas,0,1,0,1,0.0
2019-03-13,Idaho,0,1,0,1,0.0
2019-03-13,Hawaii,1,1,2,4,0.5
2019-03-13,Washington,0,1,0,1,0.0
2019-03-13,Delaware,0,1,2,3,0.3333333333333333
2019-03-13,Oregon,2,0,0,2,1.0
2019-03-13,Georgia,0,0,1,1,0.5
2019-03-13,Ohio,0,0,1,1,0.5
2019-03-13,New Jersey,0,0,1,1,0.5
2019-03-12,Indiana,2,5,2,9,0.3333333333333333
2019-03-12,Virginia,0,1,0,1,0.0
2019-03-12,Arkansas,1,3,6,10,0.4
2019-03-12,Delaware,0,1,2,3,0.3333333333333333
2019-03-12,Georgia,2,1,0,3,0.6666666666666666
2019-03-12,California,10,5,11,26,0.5961538461538461
2019-03-12,Connecticut,0,1,1,2,0.25
2019-03-12,Florida,2,1,5,8,0.5625
2019-03-12,Alaska,0,2,3,5,0.3
2019-03-12,Texas,2,1,2,5,0.6000000000000001
2019-03-12,Arizona,0,0,2,2,0.5
2019-03-12,Maine,1,1,0,2,0.5
2019-03-12,Alabama,1,3,3,7,0.3571428571428571
2019-03-12,New York,1,1,1,3,0.5
2019-03-12,New Jersey,0,0,1,1,0.5
2019-03-12,Illinois,0,1,2,3,0.3333333333333333
2019-03-12,Colorado,1,3,0,4,0.25
2019-03-12,Oregon,1,0,0,1,1.0
2019-03-12,Pennsylvania,1,0,0,1,1.0
2019-03-12,Hawaii,2,0,1,3,0.8333333333333333
2019-03-12,Massachusetts,3,0,1,4,0.875
2019-03-12,Nevada,0,1,0,1,0.0
2019-03-12,Iowa,0,1,1,2,0.25
2019-03-12,Missouri,0,2,0,2,0.0
2019-03-12,North Carolina,0,1,0,1,0.0
2019-03-12,Nebraska,1,1,0,2,0.5
2019-03-12,Louisiana,0,1,1,2,0.25
2019-03-12,Michigan,0,0,1,1,0.5
2019-03-12,Washington,1,0,0,1,1.0
2019-03-11,Louisiana,2,2,0,4,0.5
2019-03-11,Alabama,2,1,1,4,0.625
2019-03-11,Hawaii,1,1,4,6,0.5
2019-03-11,California,1,4,5,10,0.35
2019-03-11,Alaska,1,0,4,5,0.6000000000000001
2019-03-11,Arkansas,3,1,3,7,0.6428571428571428
2019-03-11,Arizona,0,0,3,3,0.5
2019-03-11,Delaware,1,0,0,1,1.0
2019-03-11,Oregon,0,0,1,1,0.5
2019-03-11,Illinois,0,1,4,5,0.4
2019-03-11,Texas,0,1,1,2,0.25
2019-03-11,Indiana,3,2,1,6,0.5833333333333334
2019-03-11,South Carolina,0,0,1,1,0.5
2019-03-11,Minnesota,0,0,1,1,0.5
2019-03-11,Iowa,0,0,2,2,0.5
2019-03-11,Washington,0,2,0,2,0.0
2019-03-11,North Carolina,1,0,0,1,1.0
2019-03-11,Colorado,1,0,1,2,0.75
2019-03-11,Michigan,1,0,0,1,1.0
2019-03-11,Florida,0,0,1,1,0.5
2019-03-10,Missouri,0,2,1,3,0.16666666666666666
2019-03-10,Hawaii,1,2,2,5,0.4
2019-03-10,California,5,8,4,17,0.4117647058823529
2019-03-10,Nebraska,0,2,0,2,0.0
2019-03-10,Arkansas,1,0,3,4,0.625
2019-03-10,Indiana,0,2,4,6,0.3333333333333333
2019-03-10,Delaware,1,1,2,4,0.5
2019-03-10,Alabama,0,0,5,5,0.5
2019-03-10,Florida,0,1,2,3,0.3333333333333333
2019-03-10,North Carolina,1,0,0,1,1.0
2019-03-10,New York,0,1,1,2,0.25
2019-03-10,Georgia,1,0,0,1,1.0
2019-03-10,Texas,1,1,0,2,0.5
2019-03-10,Colorado,1,0,0,1,1.0
2019-03-10,Louisiana,0,1,1,2,0.25
2019-03-10,Illinois,0,0,1,1,0.5
2019-03-10,Massachusetts,1,2,0,3,0.3333333333333333
2019-03-10,Arizona,2,0,0,2,1.0
2019-03-10,Maryland,0,0,1,1,0.5
2019-03-10,Kansas,0,1,0,1,0.0
2019-03-09,Alaska,0,1,1,2,0.25
2019-03-09,Kansas,0,0,1,1,0.5
2019-03-09,Connecticut,1,0,0,1,1.0
2019-03-09,Alabama,3,1,2,6,0.6666666666666666
2019-03-09,Hawaii,0,2,1,3,0.16666666666666666
2019-03-09,Arkansas,1,0,1,2,0.75
2019-03-09,Iowa,1,2,1,4,0.375
2019-03-09,Indiana,1,1,1,3,0.5
2019-03-09,California,1,4,3,8,0.3125
2019-03-09,Colorado,2,0,1,3,0.8333333333333333
2019-03-09,Florida,1,1,2,4,0.5
2019-03-09,New York,0,0,1,1,0.5
2019-03-09,Massachusetts,2,1,3,6,0.5833333333333333
2019-03-09,Illinois,0,1,0,1,0.0
2019-03-09,Michigan,0,1,0,1,0.0
2019-03-09,Arizona,0,0,1,1,0.5
2019-03-09,Texas,0,1,2,3,0.3333333333333333
2019-03-09,Nebraska,0,0,1,1,0.5
2019-03-09,Missouri,0,0,1,1,0.5
2019-03-09,Georgia,0,1,0,1,0.0
2019-03-09,New Hampshire,0,1,0,1,0.0
2019-03-08,Indiana,2,1,0,3,0.6666666666666666
2019-03-08,Louisiana,0,1,0,1,0.0
2019-03-08,Arizona,1,1,1,3,0.5
2019-03-08,Illinois,0,1,1,2,0.25
2019-03-08,Delaware,1,0,0,1,1.0
2019-03-08,California,9,4,7,20,0.625
2019-03-08,Georgia,0,0,4,4,0.5
2019-03-08,Alabama,2,2,5,9,0.5
2019-03-08,Arkansas,2,2,4,8,0.5
2019-03-08,Nebraska,0,1,1,2,0.25
2019-03-08,Colorado,0,2,1,3,0.16666666666666666
2019-03-08,Florida,1,3,2,6,0.3333333333333333
2019-03-08,Idaho,0,1,0,1,0.0
2019-03-08,Massachusetts,2,0,0,2,1.0
2019-03-08,New York,0,1,1,2,0.25
2019-03-08,Texas,0,1,0,1,0.0
2019-03-08,Washington,0,0,2,2,0.5
2019-03-08,Ohio,0,0,1,1,0.5
2019-03-08,Hawaii,0,0,1,1,0.5
2019-03-08,Iowa,0,2,0,2,0.0
2019-03-08,Missouri,0,1,0,1,0.0
2019-03-08,Oregon,0,1,0,1,0.0
2019-03-08,Kansas,1,0,0,1,1.0
2019-03-08,Alaska,0,2,0,2,0.0
2019-03-07,Iowa,1,0,4,5,0.6000000000000001
2019-03-07,Missouri,4,0,0,4,1.0
2019-03-07,Utah,0,1,0,1,0.0
2019-03-07,Indiana,1,1,2,4,0.5
2019-03-07,Georgia,0,1,3,4,0.375
2019-03-07,Texas,0,1,1,2,0.25
2019-03-07,Washington,1,2,0,3,0.3333333333333333
2019-03-07,Oregon,0,1,0,1,0.0
2019-03-07,Michigan,1,0,0,1,1.0
2019-03-07,Hawaii,2,1,2,5,0.6000000000000001
2019-03-07,New York,0,1,2,3,0.3333333333333333
2019-03-07,California,2,2,4,8,0.5
2019-03-07,Florida,3,1,2,6,0.6666666666666666
2019-03-07,Arkansas,2,0,2,4,0.75
2019-03-07,Nebraska,1,1,1,3,0.5
2019-03-07,Colorado,0,1,1,2,0.25
2019-03-07,Pennsylvania,1,0,0,1,1.0
2019-03-07,Illinois,0,0,2,2,0.5
2019-03-07,Alabama,2,4,2,8,0.375
2019-03-07,North Carolina,3,0,0,3,1.0
2019-03-07,Alaska,1,1,0,2,0.5
2019-03-07,Louisiana,1,0,0,1,1.0
2019-03-07,Arizona,0,1,0,1,0.0
2019-03-07,Massachusetts,2,2,2,6,0.5
2019-03-07,Delaware,1,0,0,1,1.0
2019-03-07,Minnesota,0,1,0,1,0.0
2019-03-07,Idaho,0,0,1,1,0.5
2019-03-06,Arkansas,2,3,5,10,0.45
2019-03-06,Colorado,2,1,1,4,0.625
2019-03-06,Texas,1,1,1,3,0.5
2019-03-06,Indiana,1,5,10,16,0.375
2019-03-06,Missouri,1,1,0,2,0.5
2019-03-06,Illinois,2,0,3,5,0.7
2019-03-06,Alabama,7,3,4,14,0.6428571428571428
2019-03-06,Louisiana,1,1,1,3,0.5
2019-03-06,Hawaii,0,4,2,6,0.16666666666666666
2019-03-06,Georgia,0,2,3,5,0.3
2019-03-06,Alaska,2,0,1,3,0.8333333333333333
2019-03-06,North Carolina,1,1,0,2,0.5
2019-03-06,Florida,1,3,1,5,0.30000000000000004
2019-03-06,California,15,9,13,37,0.5810810810810811
2019-03-06,Delaware,1,1,1,3,0.5
2019-03-06,Oregon,0,2,0,2,0.0
2019-03-06,Washington,0,2,1,3,0.16666666666666666
2019-03-06,Massachusetts,0,3,0,3,0.0
2019-03-06,Iowa,0,2,0,2,0.0
2019-03-06,Nebraska,1,1,1,3,0.5
2019-03-06,Pennsylvania,0,1,0,1,0.0
2019-03-06,Maryland,0,1,0,1,0.0
2019-03-06,Virginia,0,0,1,1,0.5
2019-03-06,Nevada,0,0,1,1,0.5
2019-03-06,Arizona,1,1,0,2,0.5
2019-03-06,New York,0,0,2,2,0.5
2019-03-06,Ohio,0,0,1,1,0.5
2019-03-06,Wisconsin,0,1,0,1,0.0
2019-03-05,California,10,7,7,24,0.5625
2019-03-05,New York,0,2,5,7,0.35714285714285715
2019-03-05,Illinois,1,0,7,8,0.5625
2019-03-05,Massachusetts,3,2,5,10,0.55
2019-03-05,Arkansas,3,2,7,12,0.5416666666666667
2019-03-05,Alabama,4,6,5,15,0.43333333333333335
2019-03-05,Oregon,1,0,0,1,1.0
2019-03-05,Missouri,3,2,0,5,0.6
2019-03-05,Alaska,1,0,4,5,0.6000000000000001
2019-03-05,Hawaii,4,2,7,13,0.5769230769230769
2019-03-05,Rhode Island,0,0,1,1,0.5
2019-03-05,Louisiana,2,1,1,4,0.625
2019-03-05,Indiana,4,8,3,15,0.3666666666666667
2019-03-05,Maine,0,0,2,2,0.5
2019-03-05,Georgia,0,1,2,3,0.3333333333333333
2019-03-05,Utah,0,1,1,2,0.25
2019-03-05,Pennsylvania,0,1,0,1,0.0
2019-03-05,Texas,3,1,7,11,0.5909090909090908
2019-03-05,Colorado,0,2,2,4,0.25
2019-03-05,Arizona,0,2,0,2,0.0
2019-03-05,Florida,2,3,4,9,0.4444444444444444
2019-03-05,Ohio,1,1,1,3,0.5
2019-03-05,North Carolina,0,1,1,2,0.25
2019-03-05,Delaware,0,0,2,2,0.5
2019-03-05,Maryland,1,0,0,1,1.0
2019-03-05,Idaho,1,0,1,2,0.75
2019-03-05,Nebraska,1,2,1,4,0.375
2019-03-05,Kentucky,0,0,1,1,0.5
2019-03-05,Kansas,0,1,1,2,0.25
2019-03-05,Iowa,0,0,1,1,0.5
2019-03-05,Washington,0,0,1,1,0.5
2019-03-04,Oregon,1,2,1,4,0.375
2019-03-04,Massachusetts,1,3,4,8,0.375
2019-03-04,California,5,9,3,17,0.3823529411764706
2019-03-04,North Carolina,0,0,1,1,0.5
2019-03-04,Washington,0,0,4,4,0.5
2019-03-04,Alaska,4,2,0,6,0.6666666666666666
2019-03-04,Wisconsin,1,0,0,1,1.0
2019-03-04,Arkansas,4,3,6,13,0.5384615384615385
2019-03-04,Colorado,3,3,4,10,0.5
2019-03-04,New York,1,2,2,5,0.4
2019-03-04,Florida,1,4,4,9,0.3333333333333333
2019-03-04,Texas,1,3,6,10,0.4
2019-03-04,Indiana,0,6,8,14,0.2857142857142857
2019-03-04,Louisiana,2,6,5,13,0.34615384615384615
2019-03-04,New Hampshire,2,0,0,2,1.0
2019-03-04,Georgia,1,1,8,10,0.5
2019-03-04,Delaware,2,0,4,6,0.6666666666666666
2019-03-04,Iowa,3,1,2,6,0.6666666666666666
2019-03-04,Alabama,3,2,7,12,0.5416666666666667
2019-03-04,Pennsylvania,0,1,1,2,0.25
2019-03-04,Hawaii,1,5,8,14,0.3571428571428571
2019-03-04,Illinois,1,1,7,9,0.5
2019-03-04,Kansas,2,3,2,7,0.42857142857142855
2019-03-04,Kentucky,0,1,1,2,0.25
2019-03-04,Nebraska,2,1,0,3,0.6666666666666666
2019-03-04,Michigan,0,1,3,4,0.375
2019-03-04,Rhode Island,0,0,1,1,0.5
2019-03-04,Arizona,4,0,0,4,1.0
2019-03-04,North Dakota,0,0,1,1,0.5
2019-03-04,Missouri,0,0,2,2,0.5
2019-03-04,Montana,0,0,1,1,0.5
2019-03-04,Minnesota,1,0,0,1,1.0
2019-03-03,California,6,5,5,16,0.53125
2019-03-03,Colorado,2,2,1,5,0.5
2019-03-03,Florida,1,3,4,8,0.375
