date,location,positive,negative,neutral,total,perception
2019-10-09,Colorado,8,4,10,22,0.5909090909090909
2019-10-09,Florida,7,9,7,23,0.4565217391304348
2019-10-09,Georgia,2,0,6,8,0.625
2019-10-09,Arkansas,11,4,8,23,0.6521739130434783
2019-10-09,Alabama,6,8,14,28,0.4642857142857143
2019-10-09,Hawaii,9,1,6,16,0.75
2019-10-09,Illinois,3,2,6,11,0.5454545454545454
2019-10-09,Louisiana,5,3,4,12,0.5833333333333334
2019-10-09,New York,4,1,4,9,0.6666666666666666
2019-10-09,Massachusetts,7,9,10,26,0.46153846153846156
2019-10-09,Minnesota,0,0,1,1,0.5
2019-10-09,Indiana,2,3,8,13,0.46153846153846156
2019-10-09,Delaware,4,0,2,6,0.8333333333333333
2019-10-09,Oregon,1,0,4,5,0.6000000000000001
2019-10-09,Iowa,1,3,3,7,0.3571428571428571
2019-10-09,Michigan,0,1,2,3,0.3333333333333333
2019-10-09,Missouri,1,2,4,7,0.42857142857142855
2019-10-09,Texas,2,3,2,7,0.42857142857142855
2019-10-09,Montana,1,1,0,2,0.5
2019-10-09,Pennsylvania,9,1,3,13,0.8076923076923077
2019-10-09,New Jersey,0,1,1,2,0.25
2019-10-09,Washington,1,1,2,4,0.5
2019-10-09,Connecticut,0,2,1,3,0.16666666666666666
2019-10-09,Idaho,0,0,1,1,0.5
2019-10-09,Maine,1,0,0,1,1.0
2019-10-09,Nevada,0,0,1,1,0.5
2019-10-09,Kentucky,0,0,1,1,0.5
2019-10-08,North Carolina,0,1,1,2,0.25
2019-10-08,California,17,10,19,46,0.5760869565217391
2019-10-08,Alaska,1,1,4,6,0.5
2019-10-08,Kentucky,1,0,0,1,1.0
2019-10-08,Alabama,11,5,7,23,0.6304347826086957
2019-10-08,Arkansas,8,4,12,24,0.5833333333333333
2019-10-08,Idaho,0,0,3,3,0.5
2019-10-08,Indiana,8,3,10,21,0.6190476190476191
2019-10-08,Georgia,3,2,3,8,0.5625
2019-10-08,Connecticut,3,1,3,7,0.6428571428571428
2019-10-08,Delaware,4,2,6,12,0.5833333333333333
2019-10-08,Illinois,1,1,3,5,0.5
2019-10-08,Iowa,2,2,3,7,0.5
2019-10-08,Nebraska,3,1,4,8,0.625
2019-10-08,Kansas,1,0,0,1,1.0
2019-10-08,Massachusetts,8,3,5,16,0.65625
2019-10-08,Florida,6,2,9,17,0.6176470588235294
2019-10-08,Colorado,4,5,5,14,0.4642857142857143
2019-10-08,Utah,0,0,2,2,0.5
2019-10-08,Arizona,5,2,1,8,0.6875
2019-10-08,Missouri,0,1,4,5,0.4
2019-10-08,Michigan,1,1,1,3,0.5
2019-10-08,Oregon,2,1,4,7,0.5714285714285714
2019-10-08,Texas,4,3,3,10,0.55
2019-10-08,Hawaii,14,4,2,20,0.75
2019-10-08,Louisiana,3,1,4,8,0.625
2019-10-08,Minnesota,1,0,2,3,0.6666666666666666
2019-10-08,New York,2,3,5,10,0.45
2019-10-08,Ohio,0,0,1,1,0.5
2019-10-08,Maryland,2,0,0,2,1.0
2019-10-08,Washington,3,0,0,3,1.0
2019-10-08,Rhode Island,0,1,0,1,0.0
2019-10-08,New Mexico,1,0,0,1,1.0
2019-10-08,Pennsylvania,0,0,1,1,0.5
2019-10-08,New Jersey,0,0,1,1,0.5
2019-10-07,Missouri,2,0,1,3,0.8333333333333333
2019-10-07,Alabama,15,6,8,29,0.6551724137931034
2019-10-07,Iowa,10,0,2,12,0.9166666666666667
2019-10-07,Indiana,8,22,10,40,0.325
2019-10-07,Hawaii,11,2,4,17,0.7647058823529412
2019-10-07,Arkansas,10,9,6,25,0.52
2019-10-07,California,24,7,11,42,0.7023809523809523
2019-10-07,Arizona,3,2,5,10,0.55
2019-10-07,Massachusetts,11,11,13,35,0.5
2019-10-07,Ohio,1,0,0,1,1.0
2019-10-07,New Jersey,1,1,1,3,0.5
2019-10-07,Alaska,2,1,3,6,0.5833333333333333
2019-10-07,New Hampshire,0,1,1,2,0.25
2019-10-07,Colorado,4,1,4,9,0.6666666666666666
2019-10-07,Texas,4,3,1,8,0.5625
2019-10-07,Georgia,1,2,5,8,0.4375
2019-10-07,Illinois,8,3,4,15,0.6666666666666666
2019-10-07,Florida,5,6,4,15,0.4666666666666667
2019-10-07,Louisiana,3,1,1,5,0.7
2019-10-07,Washington,2,1,0,3,0.6666666666666666
2019-10-07,Oregon,1,0,1,2,0.75
2019-10-07,Idaho,3,0,1,4,0.875
2019-10-07,Mississippi,1,0,0,1,1.0
2019-10-07,Kentucky,3,0,0,3,1.0
2019-10-07,Pennsylvania,2,3,2,7,0.42857142857142855
2019-10-07,Delaware,1,0,6,7,0.5714285714285714
2019-10-07,Minnesota,0,0,2,2,0.5
2019-10-07,Connecticut,1,1,0,2,0.5
2019-10-07,New York,1,1,2,4,0.5
2019-10-07,Kansas,0,0,1,1,0.5
2019-10-07,Nebraska,2,0,3,5,0.7
2019-10-07,Michigan,0,0,1,1,0.5
2019-10-07,Maryland,1,0,1,2,0.75
2019-10-06,Alabama,8,2,6,16,0.6875
2019-10-06,California,13,9,14,36,0.5555555555555556
2019-10-06,Indiana,6,3,4,13,0.6153846153846154
2019-10-06,Illinois,6,4,4,14,0.5714285714285714
2019-10-06,Arkansas,7,6,6,19,0.5263157894736842
2019-10-06,Georgia,0,2,2,4,0.25
2019-10-06,Florida,1,4,0,5,0.2
2019-10-06,Massachusetts,6,1,9,16,0.65625
2019-10-06,Alaska,2,4,4,10,0.4
2019-10-06,Texas,1,1,3,5,0.5
2019-10-06,Hawaii,6,3,5,14,0.6071428571428571
2019-10-06,Idaho,1,2,1,4,0.375
2019-10-06,Washington,2,2,3,7,0.5
2019-10-06,Nebraska,1,2,2,5,0.4
2019-10-06,New York,4,0,3,7,0.7857142857142857
2019-10-06,Delaware,2,0,1,3,0.8333333333333333
2019-10-06,Iowa,5,2,2,9,0.6666666666666667
2019-10-06,North Dakota,1,1,1,3,0.5
2019-10-06,New Jersey,1,0,1,2,0.75
2019-10-06,Colorado,1,3,3,7,0.3571428571428571
2019-10-06,Louisiana,2,2,3,7,0.5
2019-10-06,Kansas,1,0,0,1,1.0
2019-10-06,Pennsylvania,2,1,3,6,0.5833333333333333
2019-10-06,Arizona,2,3,3,8,0.4375
2019-10-06,Kentucky,0,2,1,3,0.16666666666666666
2019-10-06,Wisconsin,0,1,0,1,0.0
2019-10-06,Oklahoma,0,3,0,3,0.0
2019-10-06,Maryland,1,0,0,1,1.0
2019-10-06,Oregon,2,0,0,2,1.0
2019-10-06,Missouri,1,1,2,4,0.5
2019-10-06,Connecticut,0,0,1,1,0.5
2019-10-06,Rhode Island,1,0,0,1,1.0
2019-10-06,North Carolina,0,0,1,1,0.5
2019-10-06,Michigan,0,1,0,1,0.0
2019-10-05,Alabama,9,4,6,19,0.631578947368421
2019-10-05,Indiana,4,5,9,18,0.4722222222222222
2019-10-05,Illinois,1,3,2,6,0.3333333333333333
2019-10-05,California,19,9,13,41,0.6219512195121951
2019-10-05,Pennsylvania,2,1,1,4,0.625
2019-10-05,Arkansas,7,10,8,25,0.44000000000000006
2019-10-05,Massachusetts,10,0,4,14,0.8571428571428572
2019-10-05,Colorado,6,2,1,9,0.7222222222222222
2019-10-05,Florida,4,3,3,10,0.55
2019-10-05,Georgia,6,7,12,25,0.48
2019-10-05,Nebraska,4,1,2,7,0.7142857142857142
2019-10-05,New Jersey,1,1,3,5,0.5
2019-10-05,Texas,2,1,4,7,0.5714285714285714
2019-10-05,New York,2,1,3,6,0.5833333333333333
2019-10-05,Minnesota,2,0,1,3,0.8333333333333333
2019-10-05,Connecticut,0,3,2,5,0.2
2019-10-05,Missouri,2,2,1,5,0.5
2019-10-05,Hawaii,4,3,3,10,0.55
2019-10-05,Michigan,0,1,1,2,0.25
2019-10-05,Oregon,0,0,2,2,0.5
2019-10-05,North Carolina,0,0,1,1,0.5
2019-10-05,Utah,0,1,0,1,0.0
2019-10-05,Maine,0,1,0,1,0.0
2019-10-05,Iowa,3,2,2,7,0.5714285714285714
2019-10-05,Idaho,2,1,0,3,0.6666666666666666
2019-10-05,Washington,0,2,0,2,0.0
2019-10-05,Ohio,2,0,0,2,1.0
2019-10-05,Delaware,1,2,3,6,0.41666666666666663
2019-10-05,Arizona,2,0,2,4,0.75
2019-10-05,Alaska,2,3,2,7,0.42857142857142855
2019-10-05,Louisiana,1,1,1,3,0.5
2019-10-05,Nevada,1,0,0,1,1.0
2019-10-05,Oklahoma,0,0,1,1,0.5
2019-10-05,Kansas,0,2,1,3,0.16666666666666666
2019-10-05,Maryland,1,0,0,1,1.0
2019-10-04,Kansas,2,3,1,6,0.41666666666666663
2019-10-04,Louisiana,6,2,3,11,0.6818181818181818
2019-10-04,Indiana,6,8,17,31,0.46774193548387094
2019-10-04,Delaware,5,7,7,19,0.4473684210526315
2019-10-04,Hawaii,7,7,7,21,0.5
2019-10-04,Alaska,2,0,4,6,0.6666666666666666
2019-10-04,Arkansas,15,14,24,53,0.5094339622641509
2019-10-04,California,20,15,20,55,0.5454545454545454
2019-10-04,Oregon,3,4,2,9,0.4444444444444444
2019-10-04,Colorado,9,4,13,26,0.5961538461538461
2019-10-04,Alabama,11,10,19,40,0.5125
2019-10-04,Illinois,4,5,7,16,0.46875
2019-10-04,Nebraska,4,4,6,14,0.5
2019-10-04,Arizona,8,4,5,17,0.6176470588235294
2019-10-04,Florida,12,5,5,22,0.6590909090909091
2019-10-04,Iowa,16,14,18,48,0.5208333333333333
2019-10-04,Missouri,2,0,3,5,0.7
2019-10-04,Maryland,1,0,2,3,0.6666666666666666
2019-10-04,Georgia,9,2,10,21,0.6666666666666666
2019-10-04,New Jersey,3,1,0,4,0.75
2019-10-04,Pennsylvania,0,4,5,9,0.2777777777777778
2019-10-04,Texas,8,0,9,17,0.7352941176470589
2019-10-04,Minnesota,2,2,2,6,0.5
2019-10-04,Massachusetts,9,3,9,21,0.6428571428571428
2019-10-04,Washington,2,1,4,7,0.5714285714285714
2019-10-04,New York,7,0,3,10,0.85
2019-10-04,Michigan,1,1,2,4,0.5
2019-10-04,Kentucky,0,1,1,2,0.25
2019-10-04,South Carolina,0,1,0,1,0.0
2019-10-04,Connecticut,1,0,3,4,0.625
2019-10-04,North Carolina,1,2,1,4,0.375
2019-10-04,Idaho,0,1,2,3,0.3333333333333333
2019-10-04,Virginia,2,1,1,4,0.625
2019-10-04,Maine,0,0,1,1,0.5
2019-10-04,Ohio,0,1,0,1,0.0
2019-10-04,Nevada,0,0,1,1,0.5
2019-10-03,California,30,11,34,75,0.6266666666666667
2019-10-03,Delaware,4,0,8,12,0.6666666666666666
2019-10-03,Florida,8,11,10,29,0.4482758620689655
2019-10-03,Indiana,19,10,23,52,0.5865384615384615
2019-10-03,Missouri,2,0,4,6,0.6666666666666666
2019-10-03,Georgia,6,9,13,28,0.4464285714285714
2019-10-03,Arkansas,12,9,27,48,0.53125
2019-10-03,Minnesota,3,1,1,5,0.7
2019-10-03,Iowa,3,3,3,9,0.5
2019-10-03,Louisiana,8,3,3,14,0.6785714285714285
2019-10-03,Alabama,15,13,11,39,0.5256410256410257
2019-10-03,Hawaii,13,7,9,29,0.603448275862069
2019-10-03,Texas,6,7,6,19,0.47368421052631576
2019-10-03,Illinois,7,4,6,17,0.5882352941176471
2019-10-03,New York,8,5,5,18,0.5833333333333333
2019-10-03,Massachusetts,12,2,12,26,0.6923076923076923
2019-10-03,New Jersey,1,1,1,3,0.5
2019-10-03,North Dakota,1,1,0,2,0.5
2019-10-03,Colorado,10,3,7,20,0.675
2019-10-03,North Carolina,1,1,2,4,0.5
2019-10-03,Kentucky,1,0,2,3,0.6666666666666666
2019-10-03,Virginia,2,1,1,4,0.625
2019-10-03,Pennsylvania,1,2,4,7,0.42857142857142855
2019-10-03,Arizona,5,2,3,10,0.65
2019-10-03,Alaska,3,4,8,15,0.4666666666666667
2019-10-03,Oklahoma,1,0,2,3,0.6666666666666666
2019-10-03,Nebraska,6,3,6,15,0.6000000000000001
2019-10-03,Ohio,0,0,2,2,0.5
2019-10-03,Washington,2,1,3,6,0.5833333333333333
2019-10-03,Maine,1,0,0,1,1.0
2019-10-03,Wisconsin,2,0,0,2,1.0
2019-10-03,Michigan,4,1,1,6,0.75
2019-10-03,Kansas,1,0,1,2,0.75
2019-10-03,Mississippi,2,3,0,5,0.4
2019-10-03,Connecticut,0,0,1,1,0.5
2019-10-03,Oregon,0,1,3,4,0.375
2019-10-03,Utah,0,1,0,1,0.0
2019-10-03,Nevada,1,0,0,1,1.0
2019-10-03,Idaho,0,1,1,2,0.25
2019-10-03,Maryland,1,1,0,2,0.5
2019-10-02,California,29,4,29,62,0.7016129032258064
2019-10-02,Missouri,0,1,4,5,0.4
2019-10-02,Alaska,2,4,2,8,0.375
2019-10-02,Georgia,8,5,11,24,0.5625
2019-10-02,Arkansas,19,13,24,56,0.5535714285714286
2019-10-02,Arizona,3,1,3,7,0.6428571428571428
2019-10-02,Indiana,9,6,16,31,0.5483870967741935
2019-10-02,Washington,2,0,3,5,0.7
2019-10-02,Massachusetts,11,8,20,39,0.5384615384615384
2019-10-02,New York,4,5,14,23,0.4782608695652174
2019-10-02,Nebraska,5,1,6,12,0.6666666666666667
2019-10-02,Pennsylvania,3,0,5,8,0.6875
2019-10-02,Texas,6,5,5,16,0.53125
2019-10-02,Kentucky,0,2,7,9,0.3888888888888889
2019-10-02,Wisconsin,1,0,1,2,0.75
2019-10-02,Oregon,1,3,4,8,0.375
2019-10-02,Iowa,6,2,4,12,0.6666666666666666
2019-10-02,Alabama,20,12,13,45,0.5888888888888888
2019-10-02,Colorado,7,3,10,20,0.6
2019-10-02,Hawaii,17,3,22,42,0.6666666666666667
2019-10-02,Florida,9,5,8,22,0.5909090909090909
2019-10-02,Illinois,14,11,9,34,0.5441176470588235
2019-10-02,Minnesota,5,0,1,6,0.9166666666666667
2019-10-02,New Mexico,0,0,1,1,0.5
2019-10-02,Utah,0,0,1,1,0.5
2019-10-02,Louisiana,5,5,7,17,0.5
2019-10-02,Idaho,1,1,1,3,0.5
2019-10-02,Kansas,0,0,4,4,0.5
2019-10-02,Maryland,5,1,2,8,0.75
2019-10-02,New Jersey,2,3,2,7,0.42857142857142855
2019-10-02,Delaware,6,3,4,13,0.6153846153846154
2019-10-02,Connecticut,1,1,2,4,0.5
2019-10-02,Ohio,0,0,2,2,0.5
2019-10-02,North Carolina,2,0,0,2,1.0
2019-10-02,North Dakota,0,1,1,2,0.25
2019-10-02,Rhode Island,0,0,1,1,0.5
2019-10-02,Tennessee,0,1,0,1,0.0
2019-10-02,Michigan,1,2,2,5,0.4
2019-10-02,Virginia,0,1,0,1,0.0
2019-10-01,Florida,10,9,10,29,0.5172413793103449
2019-10-01,California,26,7,24,57,0.6666666666666666
2019-10-01,Alabama,12,4,18,34,0.6176470588235294
2019-10-01,Colorado,10,1,13,24,0.6875
2019-10-01,Georgia,12,4,10,26,0.6538461538461539
2019-10-01,Massachusetts,15,3,6,24,0.75
2019-10-01,Arkansas,22,16,12,50,0.56
2019-10-01,Arizona,7,1,1,9,0.8333333333333334
2019-10-01,Alaska,7,2,1,10,0.75
2019-10-01,Indiana,14,8,14,36,0.5833333333333334
2019-10-01,Washington,7,2,6,15,0.6666666666666667
2019-10-01,Delaware,5,6,4,15,0.4666666666666667
2019-10-01,New York,7,6,10,23,0.5217391304347826
2019-10-01,Minnesota,3,0,4,7,0.7142857142857142
2019-10-01,Virginia,1,0,1,2,0.75
2019-10-01,Idaho,0,3,2,5,0.2
2019-10-01,Pennsylvania,7,0,2,9,0.8888888888888888
2019-10-01,Kentucky,2,3,0,5,0.4
2019-10-01,Hawaii,10,4,15,29,0.603448275862069
2019-10-01,Texas,6,7,8,21,0.47619047619047616
2019-10-01,Ohio,3,2,8,13,0.5384615384615385
2019-10-01,New Jersey,2,2,0,4,0.5
2019-10-01,Missouri,5,0,1,6,0.9166666666666667
2019-10-01,Nebraska,2,4,9,15,0.43333333333333335
2019-10-01,Maine,0,0,2,2,0.5
2019-10-01,Illinois,2,8,9,19,0.3421052631578947
2019-10-01,Iowa,1,1,9,11,0.5
2019-10-01,Connecticut,1,0,2,3,0.6666666666666666
2019-10-01,North Carolina,0,1,1,2,0.25
2019-10-01,Louisiana,7,0,8,15,0.7333333333333334
2019-10-01,New Mexico,1,0,1,2,0.75
2019-10-01,Michigan,5,2,2,9,0.6666666666666667
2019-10-01,Kansas,1,1,2,4,0.5
2019-10-01,Oregon,1,2,4,7,0.42857142857142855
2019-10-01,Montana,0,0,1,1,0.5
2019-10-01,South Carolina,0,0,1,1,0.5
2019-10-01,Nevada,1,0,0,1,1.0
2019-10-01,New Hampshire,0,0,1,1,0.5
2019-10-01,Maryland,0,1,0,1,0.0
2019-10-01,Utah,1,0,0,1,1.0
2019-09-30,Arkansas,10,11,19,40,0.4875
2019-09-30,Hawaii,8,8,10,26,0.5
2019-09-30,California,20,9,16,45,0.6222222222222222
2019-09-30,Alabama,18,16,22,56,0.5178571428571429
2019-09-30,Michigan,3,2,3,8,0.5625
2019-09-30,Missouri,4,2,0,6,0.6666666666666666
2019-09-30,Indiana,5,7,16,28,0.4642857142857143
2019-09-30,Colorado,7,4,8,19,0.5789473684210527
2019-09-30,Delaware,11,3,4,18,0.7222222222222223
2019-09-30,North Carolina,2,0,0,2,1.0
2019-09-30,Maryland,0,1,3,4,0.375
2019-09-30,North Dakota,0,0,1,1,0.5
2019-09-30,Illinois,13,5,8,26,0.6538461538461539
2019-09-30,Florida,4,5,7,16,0.46875
2019-09-30,Connecticut,1,0,2,3,0.6666666666666666
2019-09-30,Georgia,8,1,12,21,0.6666666666666666
2019-09-30,New York,7,4,9,20,0.575
2019-09-30,Louisiana,2,7,5,14,0.3214285714285714
2019-09-30,Massachusetts,8,5,5,18,0.5833333333333333
2019-09-30,Iowa,3,1,3,7,0.6428571428571428
2019-09-30,Nebraska,6,1,3,10,0.75
2019-09-30,Minnesota,0,1,0,1,0.0
2019-09-30,Texas,3,5,6,14,0.42857142857142855
2019-09-30,New Hampshire,0,0,1,1,0.5
2019-09-30,Alaska,3,2,3,8,0.5625
2019-09-30,New Jersey,0,1,1,2,0.25
2019-09-30,Kentucky,0,3,3,6,0.25
2019-09-30,Oregon,2,0,2,4,0.75
2019-09-30,Wisconsin,1,1,0,2,0.5
2019-09-30,Ohio,0,0,2,2,0.5
2019-09-30,Washington,3,0,5,8,0.6875
2019-09-30,Kansas,1,1,1,3,0.5
2019-09-30,Nevada,2,0,0,2,1.0
2019-09-30,Pennsylvania,1,1,1,3,0.5
2019-09-30,Maine,1,0,0,1,1.0
2019-09-30,Mississippi,0,0,1,1,0.5
2019-09-30,Arizona,4,3,4,11,0.5454545454545454
2019-09-30,Idaho,0,1,0,1,0.0
2019-09-29,California,8,2,14,24,0.625
2019-09-29,Alabama,10,1,8,19,0.7368421052631579
2019-09-29,New York,1,6,3,10,0.25
2019-09-29,Hawaii,2,6,3,11,0.3181818181818182
2019-09-29,Alaska,2,3,3,8,0.4375
2019-09-29,Delaware,1,0,4,5,0.6000000000000001
2019-09-29,Arkansas,2,3,10,15,0.4666666666666667
2019-09-29,Massachusetts,4,3,6,13,0.5384615384615385
2019-09-29,Indiana,2,4,4,10,0.4
2019-09-29,Maine,0,1,0,1,0.0
2019-09-29,Arizona,2,2,2,6,0.5
2019-09-29,Nebraska,2,1,2,5,0.6000000000000001
2019-09-29,Texas,3,2,1,6,0.5833333333333334
2019-09-29,Oregon,0,1,1,2,0.25
2019-09-29,Pennsylvania,0,0,1,1,0.5
2019-09-29,Maryland,0,0,1,1,0.5
2019-09-29,Florida,2,2,3,7,0.5
2019-09-29,Oklahoma,0,1,0,1,0.0
2019-09-29,Idaho,0,1,0,1,0.0
2019-09-29,Georgia,1,2,5,8,0.4375
2019-09-29,Illinois,0,0,5,5,0.5
2019-09-29,New Jersey,0,1,1,2,0.25
2019-09-29,Kentucky,0,1,0,1,0.0
2019-09-29,Washington,2,3,3,8,0.4375
2019-09-29,Kansas,0,1,0,1,0.0
2019-09-29,Colorado,0,2,4,6,0.3333333333333333
2019-09-29,Michigan,0,0,3,3,0.5
2019-09-29,Ohio,0,0,1,1,0.5
2019-09-29,North Dakota,0,1,0,1,0.0
2019-09-29,Connecticut,1,0,0,1,1.0
2019-09-29,Missouri,2,0,1,3,0.8333333333333333
2019-09-29,Nevada,0,0,1,1,0.5
2019-09-29,Minnesota,1,0,0,1,1.0
2019-09-29,Louisiana,0,0,1,1,0.5
2019-09-29,New Hampshire,1,0,0,1,1.0
2019-09-28,California,8,10,10,28,0.4642857142857143
2019-09-28,Delaware,4,4,4,12,0.5
2019-09-28,Georgia,0,1,2,3,0.3333333333333333
2019-09-28,Massachusetts,12,5,10,27,0.6296296296296295
2019-09-28,Arizona,3,0,1,4,0.875
2019-09-28,Nebraska,2,2,3,7,0.5
2019-09-28,Oregon,1,0,0,1,1.0
2019-09-28,Alabama,6,4,7,17,0.5588235294117647
2019-09-28,Florida,7,2,3,12,0.7083333333333334
2019-09-28,Indiana,3,7,12,22,0.40909090909090906
2019-09-28,Montana,0,0,1,1,0.5
2019-09-28,Arkansas,1,3,8,12,0.41666666666666663
2019-09-28,Washington,5,2,0,7,0.7142857142857143
2019-09-28,New York,5,3,3,11,0.5909090909090908
2019-09-28,Colorado,4,2,4,10,0.6000000000000001
2019-09-28,Oklahoma,0,0,1,1,0.5
2019-09-28,Louisiana,2,1,1,4,0.625
2019-09-28,Missouri,2,0,2,4,0.75
2019-09-28,Alaska,0,0,2,2,0.5
2019-09-28,Idaho,1,1,0,2,0.5
2019-09-28,Minnesota,4,1,0,5,0.8
2019-09-28,Ohio,2,1,1,4,0.625
2019-09-28,Hawaii,5,3,1,9,0.6111111111111112
2019-09-28,Illinois,0,4,3,7,0.21428571428571427
2019-09-28,Connecticut,0,0,1,1,0.5
2019-09-28,New Hampshire,3,0,1,4,0.875
2019-09-28,Texas,3,0,3,6,0.75
2019-09-28,Iowa,1,0,0,1,1.0
2019-09-28,New Jersey,1,0,0,1,1.0
2019-09-28,Maryland,1,0,0,1,1.0
2019-09-28,Kansas,0,0,1,1,0.5
2019-09-28,Virginia,0,0,1,1,0.5
2019-09-28,Pennsylvania,0,1,0,1,0.0
2019-09-27,Indiana,7,4,6,17,0.5882352941176471
2019-09-27,Hawaii,9,6,6,21,0.5714285714285714
2019-09-27,Alabama,22,7,14,43,0.6744186046511629
2019-09-27,Nebraska,13,6,7,26,0.6346153846153846
2019-09-27,California,28,14,25,67,0.6044776119402985
2019-09-27,Arkansas,12,5,18,35,0.6
2019-09-27,Massachusetts,22,14,20,56,0.5714285714285714
2019-09-27,Louisiana,1,2,1,4,0.375
2019-09-27,New York,5,6,12,23,0.4782608695652174
2019-09-27,Florida,3,2,5,10,0.55
2019-09-27,Kansas,3,0,2,5,0.8
2019-09-27,Missouri,3,1,4,8,0.625
2019-09-27,Illinois,4,4,4,12,0.5
2019-09-27,Maryland,2,0,1,3,0.8333333333333333
2019-09-27,New Hampshire,1,0,0,1,1.0
2019-09-27,Oregon,0,1,1,2,0.25
2019-09-27,New Jersey,0,0,2,2,0.5
2019-09-27,Georgia,1,2,6,9,0.4444444444444444
2019-09-27,Delaware,2,3,4,9,0.4444444444444444
2019-09-27,Pennsylvania,1,0,1,2,0.75
2019-09-27,Arizona,3,4,6,13,0.46153846153846156
2019-09-27,Iowa,0,0,4,4,0.5
2019-09-27,Colorado,4,1,3,8,0.6875
2019-09-27,Oklahoma,0,0,1,1,0.5
2019-09-27,Connecticut,1,0,0,1,1.0
2019-09-27,Washington,1,4,1,6,0.25
2019-09-27,Michigan,3,1,0,4,0.75
2019-09-27,Minnesota,0,1,1,2,0.25
2019-09-27,Maine,0,2,1,3,0.16666666666666666
2019-09-27,Virginia,0,1,0,1,0.0
2019-09-27,Alaska,1,0,1,2,0.75
2019-09-27,Idaho,0,2,1,3,0.16666666666666666
2019-09-27,Ohio,1,0,0,1,1.0
2019-09-27,Texas,9,3,5,17,0.6764705882352942
2019-09-27,Utah,1,1,0,2,0.5
2019-09-27,Kentucky,0,1,0,1,0.0
2019-09-27,Rhode Island,1,0,0,1,1.0
2019-09-27,North Carolina,0,0,1,1,0.5
2019-09-27,Mississippi,0,0,1,1,0.5
2019-09-26,Indiana,4,9,3,16,0.34375
2019-09-26,California,27,4,18,49,0.7346938775510203
2019-09-26,Florida,5,0,9,14,0.6785714285714286
2019-09-26,Georgia,3,5,5,13,0.42307692307692313
2019-09-26,Arizona,2,1,0,3,0.6666666666666666
2019-09-26,Colorado,2,3,0,5,0.4
2019-09-26,Massachusetts,15,11,24,50,0.54
2019-09-26,Louisiana,3,1,2,6,0.6666666666666666
2019-09-26,Texas,2,3,2,7,0.42857142857142855
2019-09-26,Arkansas,6,4,11,21,0.5476190476190477
2019-09-26,Hawaii,8,2,9,19,0.6578947368421052
2019-09-26,Alabama,15,8,12,35,0.6
2019-09-26,Missouri,0,1,3,4,0.375
2019-09-26,New Hampshire,2,0,0,2,1.0
2019-09-26,Connecticut,0,1,1,2,0.25
2019-09-26,Delaware,2,2,2,6,0.5
2019-09-26,New York,8,8,8,24,0.5
2019-09-26,New Jersey,0,0,2,2,0.5
2019-09-26,Iowa,1,0,1,2,0.75
2019-09-26,Michigan,0,0,4,4,0.5
2019-09-26,Illinois,1,2,2,5,0.4
2019-09-26,Kentucky,1,1,1,3,0.5
2019-09-26,Alaska,3,1,1,5,0.7
2019-09-26,Idaho,1,2,0,3,0.3333333333333333
2019-09-26,Washington,1,0,1,2,0.75
2019-09-26,Nebraska,6,2,3,11,0.6818181818181818
2019-09-26,Minnesota,1,0,0,1,1.0
2019-09-26,Virginia,0,1,0,1,0.0
2019-09-26,Oregon,0,2,0,2,0.0
2019-09-26,Pennsylvania,1,0,0,1,1.0
2019-09-26,Kansas,0,0,1,1,0.5
2019-09-26,Maryland,0,1,0,1,0.0
2019-09-25,Florida,4,7,7,18,0.41666666666666663
2019-09-25,Alabama,10,8,11,29,0.5344827586206897
2019-09-25,Massachusetts,48,12,25,85,0.711764705882353
2019-09-25,Alaska,8,4,3,15,0.6333333333333333
2019-09-25,New York,13,6,13,32,0.609375
2019-09-25,Louisiana,1,3,0,4,0.25
2019-09-25,Indiana,10,0,6,16,0.8125
2019-09-25,California,30,18,24,72,0.5833333333333334
2019-09-25,Texas,3,3,2,8,0.5
2019-09-25,Hawaii,11,5,11,27,0.611111111111111
2019-09-25,Delaware,5,1,4,10,0.7
2019-09-25,Arkansas,8,8,12,28,0.5
2019-09-25,Idaho,1,2,0,3,0.3333333333333333
2019-09-25,Georgia,6,1,4,11,0.7272727272727273
2019-09-25,Wisconsin,1,0,1,2,0.75
2019-09-25,Nebraska,9,3,2,14,0.7142857142857143
2019-09-25,Nevada,1,0,1,2,0.75
2019-09-25,Colorado,5,4,7,16,0.53125
2019-09-25,Maryland,1,1,1,3,0.5
2019-09-25,Kansas,1,1,0,2,0.5
2019-09-25,Kentucky,0,2,1,3,0.16666666666666666
2019-09-25,Illinois,2,2,3,7,0.5
2019-09-25,Michigan,0,3,1,4,0.125
2019-09-25,Ohio,1,0,2,3,0.6666666666666666
2019-09-25,Arizona,3,2,3,8,0.5625
2019-09-25,Iowa,2,2,0,4,0.5
2019-09-25,Pennsylvania,0,1,2,3,0.3333333333333333
2019-09-25,Maine,1,0,0,1,1.0
2019-09-25,New Jersey,1,1,2,4,0.5
2019-09-25,Connecticut,2,0,0,2,1.0
2019-09-25,Rhode Island,0,0,1,1,0.5
2019-09-25,Missouri,1,0,0,1,1.0
2019-09-25,North Carolina,0,1,0,1,0.0
2019-09-25,Washington,1,0,0,1,1.0
2019-09-24,North Carolina,0,0,1,1,0.5
2019-09-24,California,41,24,39,104,0.5817307692307692
